KURUM,YIL,LINK
TRABZON ÇAYKARA BELEDİYESİ,2020,https://www.sayistay.gov.tr/reports/download/3943-trabzon-caykara-belediyesi
TRABZON ORTAHİSAR BELEDİYESİ,2020,https://www.sayistay.gov.tr/reports/download/3944-trabzon-ortahisar-belediyesi
TUNCELİ BELEDİYESİ,2020,https://www.sayistay.gov.tr/reports/download/3945-tunceli-belediyesi
ÜSKÜDAR KENT HİZMETLERİ TİCARET VE SANAYİ ANONİM ŞİRKETİ,2020,https://www.sayistay.gov.tr/reports/download/3946-uskudar-kent-hizmetleri-ticaret-ve-sanay
VAN BÜYÜKŞEHİR BELEDİYESİ,2020,https://www.sayistay.gov.tr/reports/download/3947-van-buyuksehir-belediyesi
VAN İPEKYOLU BELEDİYESİ,2020,https://www.sayistay.gov.tr/reports/download/3948-van-ipekyolu-belediyesi
VAN TUŞBA BELEDİYESİ,2020,https://www.sayistay.gov.tr/reports/download/3949-van-tusba-belediyesi
YALOVA ARMUTLU BELEDİYESİ,2020,https://www.sayistay.gov.tr/reports/download/3950-yalova-armutlu-belediyesi
YALOVA ÇİFTLİKKÖY BELEDİYESİ,2020,https://www.sayistay.gov.tr/reports/download/3951-yalova-ciftlikkoy-belediyesi
YE-PA YENİMAHALLE GIDA YAYIN TEMİZLİK ÇEVRE DÜZENLEME İNŞAAT TURİZM SANAYİ VE TİCARET LTD. ŞTİ.,2020,https://www.sayistay.gov.tr/reports/download/3952-ye-pa-yenimahalle-gida-yayin-temizlik-ce
YOZGAT SORGUN BELEDİYESİ,2020,https://www.sayistay.gov.tr/reports/download/3953-yozgat-sorgun-belediyesi
YÜNTAŞ AKARYAKIT GIDA İÇECEK TURİZM MERMER ELEKTRİK NAKLİYAT SANAYİ TİCARET ANONİM ŞİRKETİ,2020,https://www.sayistay.gov.tr/reports/download/3954-yuntas-akaryakit-gida-icecek-turizm-merm
ZONGULDAK KARADENİZ EREĞLİ BELEDİYESİ,2020,https://www.sayistay.gov.tr/reports/download/3955-zonguldak-karadeniz-eregli-belediyesi
ADANA BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3109-adana-buyuksehir-belediyesi
ADANA SEYHAN BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3110-adana-seyhan-belediyesi
ADIYAMAN BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3111-adiyaman-belediyesi
AKSARAY BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3112-aksaray-belediyesi
ANKARA ALTINDAĞ BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3113-ankara-altindag-belediyesi
ANKARA BÜYÜKŞEHİR BELEDİYESİ BEL-KO. LTD. ŞTİ.,2019,https://www.sayistay.gov.tr/reports/download/3114-ankara-buyuksehir-belediyesi-bel-ko-ltd
ANKARA BÜYÜKŞEHİR BELEDİYESİ METROPOL- İMAR A.Ş.,2019,https://www.sayistay.gov.tr/reports/download/3115-ankara-buyuksehir-belediyesi-metropol--i
ANKARA BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3116-ankara-buyuksehir-belediyesi
ANKARA ÇANKAYA BELEDİYESİ İMAR A.Ş.,2019,https://www.sayistay.gov.tr/reports/download/3117-ankara-cankaya-belediyesi-imar-as
ANKARA ÇANKAYA BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3118-ankara-cankaya-belediyesi
ANKARA ELEKTRİK HAVAGAZI VE OTOBÜS İŞLETME MÜESSESESİ GENEL MÜDÜRLÜĞÜ (EGO),2019,https://www.sayistay.gov.tr/reports/download/3119-ankara-elektrik-havagazi-ve-otobus-islet
ANKARA ETİMESGUT BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3120-ankara-etimesgut-belediyesi
ANKARA GÖLBAŞI BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3121-ankara-golbasi-belediyesi
ANKARA KEÇİÖREN BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3122-ankara-kecioren-belediyesi
ANKARA SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ (ASKİ),2019,https://www.sayistay.gov.tr/reports/download/3123-ankara-su-ve-kanalizasyon-idaresi-genel
ANKARA YENİMAHALLE BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3124-ankara-yenimahalle-belediyesi
ANTALYA ALANYA BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3125-antalya-alanya-belediyesi
ANTALYA BÜYÜKŞEHİR BELEDİYESİ AN-ET A.Ş.,2019,https://www.sayistay.gov.tr/reports/download/3126-antalya-buyuksehir-belediyesi-an-et-as
ANTALYA BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3127-antalya-buyuksehir-belediyesi
ANTALYA MANAVGAT BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3128-antalya-manavgat-belediyesi
ANTALYA MURATPAŞA BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3129-antalya-muratpasa-belediyesi
ANTALYA SU VE ATIK SU İDARESİ GENEL MÜDÜRLÜĞÜ,2019,https://www.sayistay.gov.tr/reports/download/3130-antalya-su-ve-atik-su-idaresi-genel-mudu
ARTVİN BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3131-artvin-belediyesi
AYDIN BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2019,https://www.sayistay.gov.tr/reports/download/3132-aydin-buyuksehir-belediyesi-su-ve-kanali
AYDIN BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3133-aydin-buyuksehir-belediyesi
AYDIN EFELER BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3134-aydin-efeler-belediyesi
AYDIN KUŞADASI BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3135-aydin-kusadasi-belediyesi
BALIKESİR ALTIEYLÜL BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3136-balikesir-altieylul-belediyesi
BALIKESİR BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3137-balikesir-buyuksehir-belediyesi
BALIKESİR ERDEK BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3138-balikesir-erdek-belediyesi
BALIKESİR GÖNEN BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3139-balikesir-gonen-belediyesi
BARTIN AMASRA BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3140-bartin-amasra-belediyesi
BARTIN BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3141-bartin-belediyesi
BATMAN BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3142-batman-belediyesi
BESOT MANİSA BELEDİYESİ MÜŞAVİRLİK MÜHENDİSLİK MÜTEAHHİTLİK HİZMETLERİ ULAŞIM TOPLU TAŞIMACILIK SOSYAL TESİSLER İŞLETMECİLİĞİ TURİZM VE ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,2019,https://www.sayistay.gov.tr/reports/download/3143-besot-manisa-belediyesi-musavirlik-muhen
BİLECİK BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3144-bilecik-belediyesi
BİNGÖL BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3145-bingol-belediyesi
BİTLİS BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3146-bitlis-belediyesi
BOLU BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3147-bolu-belediyesi
BURDUR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3148-burdur-belediyesi
BURSA BELEDİYELER BİRLİĞİ,2019,https://www.sayistay.gov.tr/reports/download/3149-bursa-belediyeler-birligi
BURSA BÜYÜKŞEHİR BELEDİYESİ BURULAŞ A.Ş.,2019,https://www.sayistay.gov.tr/reports/download/3150-bursa-buyuksehir-belediyesi-burulas-as
BURSA BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3151-bursa-buyuksehir-belediyesi
BURSA GEMLİK BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3152-bursa-gemlik-belediyesi
BURSA MUDANYA BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3153-bursa-mudanya-belediyesi
BURSA NİLÜFER BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3154-bursa-nilufer-belediyesi
BURSA OSMANGAZİ BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3155-bursa-osmangazi-belediyesi
BURSA YILDIRIM BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3156-bursa-yildirim-belediyesi
ÇANAKKALE BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3157-canakkale-belediyesi
ÇANKIRI BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3158-cankiri-belediyesi
ÇORUM BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3159-corum-belediyesi
DENİZLİ BELEDİYESİ BELTAŞ,2019,https://www.sayistay.gov.tr/reports/download/3160-denizli-belediyesi-beltas
DENİZLİ BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2019,https://www.sayistay.gov.tr/reports/download/3161-denizli-buyuksehir-belediyesi-su-ve-kana
DENİZLİ BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3162-denizli-buyuksehir-belediyesi
DİYARBAKIR BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3163-diyarbakir-buyuksehir-belediyesi
DİYARBAKIR SUR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3164-diyarbakir-sur-belediyesi
DÜZCE BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3165-duzce-belediyesi
EGE BELEDİYELER BİRLİĞİ,2019,https://www.sayistay.gov.tr/reports/download/3166-ege-belediyeler-birligi
ELAZIĞ BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3167-elazig-belediyesi
ERZİNCAN BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3168-erzincan-belediyesi
ERZİNCAN PETROL İNŞAAT HİZMET VE GIDA SANAYİ TİCARET ANONİM ŞİIRKETİ,2019,https://www.sayistay.gov.tr/reports/download/3169-erzincan-petrol-insaat-hizmet-ve-gida-sa
ERZURUM BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3170-erzurum-buyuksehir-belediyesi
ERZURUM PALANDÖKEN BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3171-erzurum-palandoken-belediyesi
ESKİŞEHİR BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3172-eskisehir-buyuksehir-belediyesi
ESTRAM HAFIF RAYLI SISTEMLER ULAŞIM SAN. VE TİC. A.Ş.,2019,https://www.sayistay.gov.tr/reports/download/3173-estram-hafif-rayli-sistemler-ulasim-san
GAZİANTEP BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3174-gaziantep-buyuksehir-belediyesi
GAZİANTEP SEHİTKAMİL BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3175-gaziantep-sehitkamil-belediyesi
GİRESUN BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3176-giresun-belediyesi
GÜMÜŞHANE BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3177-gumushane-belediyesi
HATAY BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3178-hatay-buyuksehir-belediyesi
HATAY DÖRTYOL BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3179-hatay-dortyol-belediyesi
HATAY İSKENDERUN BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3180-hatay-iskenderun-belediyesi
IĞDIR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3181-igdir-belediyesi
ISPARTA BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3182-isparta-belediyesi
İSTANBUL BAKIRKÖY BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3183-istanbul-bakirkoy-belediyesi
İSTANBUL BEŞİKTAŞ BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3184-istanbul-besiktas-belediyesi
İSTANBUL BEYLİKDÜZÜ BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3185-istanbul-beylikduzu-belediyesi
İSTANBUL BÜYÜKÇEKMECE BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3186-istanbul-buyukcekmece-belediyesi
İSTANBUL BÜYÜKŞEHİR BELEDİYESİ KİPTAŞ- İSTANBUL KONUT İMAR PLAN TURİZM ULAŞIM SANAYİ VE TİCARET ANONİM ŞİRKETİ,2019,https://www.sayistay.gov.tr/reports/download/3187-istanbul-buyuksehir-belediyesi-kiptas--i
İSTANBUL BÜYÜKŞEHİR BELEDİYESİ İSTANBUL ŞEHİR HATLARI TURİZM SAN. VE TİC. AŞ.,2019,https://www.sayistay.gov.tr/reports/download/3188-istanbul-buyuksehir-belediyesi-istanbul
İSTANBUL BÜYÜKŞEHİR BELEDİYESİ KÜLTÜR A.Ş.- İSTANBUL KÜLTÜR  VE SANAT ÜRÜNLERİ TİCARET ANONİM ŞİRKETİ,2019,https://www.sayistay.gov.tr/reports/download/3189-istanbul-buyuksehir-belediyesi-kultur-as
İSTANBUL BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3190-istanbul-buyuksehir-belediyesi
İSTANBUL ESENLER BELEDİYESI,2019,https://www.sayistay.gov.tr/reports/download/3191-istanbul-esenler-belediyesi
İSTANBUL EYÜPSULTAN BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3192-istanbul-eyupsultan-belediyesi
İSTANBUL FATİH BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3193-istanbul-fatih-belediyesi
İSTANBUL GAZİOSMANPAŞA BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3194-istanbul-gaziosmanpasa-belediyesi
İSTANBUL GÜNGÖREN BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3195-istanbul-gungoren-belediyesi
İSTANBUL KADIKÖY BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3196-istanbul-kadikoy-belediyesi
İSTANBUL KAĞITHANE BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3197-istanbul-kagithane-belediyesi
İSTANBUL KARTAL BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3198-istanbul-kartal-belediyesi
İSTANBUL MALTEPE BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3199-istanbul-maltepe-belediyesi
İSTANBUL PENDİK BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3200-istanbul-pendik-belediyesi
İSTANBUL SARIYER BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3201-istanbul-sariyer-belediyesi
İSTANBUL SİLİVRİ BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3202-istanbul-silivri-belediyesi
İSTANBUL SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ (İSKİ),2019,https://www.sayistay.gov.tr/reports/download/3203-istanbul-su-ve-kanalizasyon-idaresi-gene
İSTANBUL ŞİŞLİ BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3204-istanbul-sisli-belediyesi
İSTANBUL TUZLA BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3205-istanbul-tuzla-belediyesi
İSTANBUL ÜSKÜDAR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3206-istanbul-uskudar-belediyesi
İZMİR ALİAĞA BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3207-izmir-aliaga-belediyesi
İZMİR BERGAMA BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3208-izmir-bergama-belediyesi
İZMİR BUCA BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3209-izmir-buca-belediyesi
İZMİR BÜYÜKŞEHİR BELEDİYESİ BETON VE ASFALT ENERJİ ÜRETİM VE DAĞITIM TESİSLERİ SU KANALİZASYON TİC. VE SAN.A.Ş.,2019,https://www.sayistay.gov.tr/reports/download/3210-izmir-buyuksehir-belediyesi-beton-ve-asf
İZMİR BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2019,https://www.sayistay.gov.tr/reports/download/3211-izmir-buyuksehir-belediyesi-su-ve-kanali
İZMİR BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3212-izmir-buyuksehir-belediyesi
İZMİR KARABAĞLAR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3213-izmir-karabaglar-belediyesi
İZMİR MENEMEN BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3214-izmir-menemen-belediyesi
İZMİR SEFERİHİSAR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3215-izmir-seferihisar-belediyesi
İZMİR TORBALI BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3216-izmir-torbali-belediyesi
KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3217-kahramanmaras-buyuksehir-belediyesi
KARABÜK BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3218-karabuk-belediyesi
KARABÜK SAFRANBOLU BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3219-karabuk-safranbolu-belediyesi
KARS BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3220-kars-belediyesi
KASTAMONU BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3221-kastamonu-belediyesi
KASTAMONU İNEBOLU BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3222-kastamonu-inebolu-belediyesi
KAYSERİ BÜYÜKŞEHİR BELEDİYESİ KAYSERİ İMAR VE İNŞ. TİC. A.Ş.,2019,https://www.sayistay.gov.tr/reports/download/3223-kayseri-buyuksehir-belediyesi-kayseri-im
KAYSERİ BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3224-kayseri-buyuksehir-belediyesi
KAYSERİ MELİKGAZİ BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3225-kayseri-melikgazi-belediyesi
KAYSERİ TALAS BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3226-kayseri-talas-belediyesi
KAYSERİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2019,https://www.sayistay.gov.tr/reports/download/3227-kayseri-su-ve-kanalizasyon-idaresi-genel
KIRIKKALE BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3228-kirikkale-belediyesi
KIRKLARELİ BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3229-kirklareli-belediyesi
KIRŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3230-kirsehir-belediyesi
KOCAELİ BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3231-kocaeli-buyuksehir-belediyesi
KOCAELİ İZMİT BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3232-kocaeli-izmit-belediyesi
KONYA BÜYÜKŞEHİR BELEDİYESİ ŞEHİR HİZMETLERİ A.Ş.,2019,https://www.sayistay.gov.tr/reports/download/3233-konya-buyuksehir-belediyesi-sehir-hizmet
KONYA BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3234-konya-buyuksehir-belediyesi
KONYA EREĞLİ BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3235-konya-eregli-belediyesi
KONYA SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2019,https://www.sayistay.gov.tr/reports/download/3236-konya-su-ve-kanalizasyon-idaresi-genel-m
MALATYA BÜYÜKŞEHİR BELEDİYESİ KÜLTÜR SANAT ETKİNLİKLERİ VE FUARCILIK HİZMETLERİ TİCARET ANONİM ŞİRKETİ,2019,https://www.sayistay.gov.tr/reports/download/3237-malatya-buyuksehir-belediyesi-kultur-san
MALATYA BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3238-malatya-buyuksehir-belediyesi
MANİSA BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2019,https://www.sayistay.gov.tr/reports/download/3239-manisa-buyuksehir-belediyesi-su-ve-kanal
MANİSA BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3240-manisa-buyuksehir-belediyesi
MANİSA YUNUSEMRE BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3241-manisa-yunusemre-belediyesi
MARDİN BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3242-mardin-buyuksehir-belediyesi
MERSİN TOROSLAR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3243-mersin-toroslar-belediyesi
MERSİN  VE ÇEVRESİ TURİZM ALANI ALTYAPI HİZMET BİRLİĞİ (METAB),2019,https://www.sayistay.gov.tr/reports/download/3244-mersin-ve-cevresi-turizm-alani-altyapi-h
MERSİN BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3245-mersin-buyuksehir-belediyesi
MERSİN YENİŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3246-mersin-yenisehir-belediyesi
MUĞLA BODRUM BELEDİYESİ BODRUM BEL.TUR. İNŞ. GIDA ENERJİ SAN VE TİC. A.Ş.,2019,https://www.sayistay.gov.tr/reports/download/3247-mugla-bodrum-belediyesi-bodrum-beltur-in
MUĞLA BODRUM BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3248-mugla-bodrum-belediyesi
MUĞLA BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2019,https://www.sayistay.gov.tr/reports/download/3249-mugla-buyuksehir-belediyesi-su-ve-kanali
MUĞLA BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3250-mugla-buyuksehir-belediyesi
MUĞLA FETHİYE BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3251-mugla-fethiye-belediyesi
MUĞLA MARMARİS BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3252-mugla-marmaris-belediyesi
NEVŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3253-nevsehir-belediyesi
ORDU BELEDİYESİ ORBEL İNŞ. GÜV. TAAH. HİZ. NAK. TURZM. SAN.VE TİC. A.Ş.,2019,https://www.sayistay.gov.tr/reports/download/3254-ordu-belediyesi-orbel-ins-guv-taah-hiz-n
ORDU BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2019,https://www.sayistay.gov.tr/reports/download/3255-ordu-buyuksehir-belediyesi-su-ve-kanaliz
ORDU BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3256-ordu-buyuksehir-belediyesi
OSMANİYE BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3257-osmaniye-belediyesi
RİZE BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3258-rize-belediyesi
SAKARYA ADAPAZARI BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3259-sakarya-adapazari-belediyesi
SAKARYA BÜYÜKŞEHİR BELEDİYESİ BELPAŞ,2019,https://www.sayistay.gov.tr/reports/download/3260-sakarya-buyuksehir-belediyesi-belpas
SAKARYA BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3261-sakarya-buyuksehir-belediyesi
SAKARYA SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2019,https://www.sayistay.gov.tr/reports/download/3262-sakarya-su-ve-kanalizasyon-idaresi-genel
SAMSUN BÜYÜKŞEHİR BELEDİYESİ SAMULAŞ A.Ş. (SAMSUN PROJE ULAŞIM A.Ş.),2019,https://www.sayistay.gov.tr/reports/download/3263-samsun-buyuksehir-belediyesi-samulas-as
SAMSUN BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3264-samsun-buyuksehir-belediyesi
SİİRT BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3265-siirt-belediyesi
SİNOP BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3266-sinop-belediyesi
SİVAS BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3267-sivas-belediyesi
ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3268-sanliurfa-buyuksehir-belediyesi
ŞIRNAK BELEDİYESİ,2019,https://www.sayistay.gov.tr/reports/download/3269-sirnak-belediyesi
TEKİRDAĞ BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,2019,https://www.sayistay.gov.tr/reports/download/3270-tekirdag-buyuksehir-belediyesi-su-ve-kan
