KURUM,HESAP,FREKANS
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2014,309 KISA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2014,320 BÜTÇE,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2014,330 ALINAN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2014,333 EMANETLER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2014,360 ÖDENECEK,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2014,361 ÖDENECEK,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2014,362 FONLAR,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2014,372 KIDEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2014,400 BANKA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2014,403 KAMU,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2014,409 UZUN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2014,472 KIDEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2014,500 NET,6
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2014,590 DÖNEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2014,591 DÖNEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2014,600 GELİRLER,3
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2014,630 GİDERLER,4
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,102 BANKA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,109 BANKA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,120 GELİRLERDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,121 GELİRLERDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,126 VERİLEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,127 DİĞER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,162 BÜTÇE,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,165 MAHSUP,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,190 DEVREDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,220 GELİRLERDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,241 MAL,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,251 YERALTI,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,258 YAPILMAKTA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,260 HAKLAR,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,294 ELDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,303 KAMU,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,320 BÜTÇE,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,330 ALINAN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,333 EMANETLER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,360 ÖDENECEK,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,361 ÖDENECEK,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,362 FONLAR,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,363 KAMU,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,372 KIDEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,400 BANKA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,403 KAMU,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,472 KIDEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,500 NET,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,590 DÖNEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,901 BÜTÇE,2
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,906 MAHSUP,2
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,907 MAHSUP,2
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,920 GİDER,2
ERZURUM BÜYÜKŞEHİR BELEDİYESİ SU VE KANALİZASYON İDARESİ GENEL MÜDÜRÜLÜĞÜ_2015,921 GİDER,2
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2012,122 GELİRLERDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2012,127 DİĞER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2012,222 GELİRLERDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2012,227 DİĞER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2012,240 MALİ,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2012,241 MAL,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2012,250 ARAZİ,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2012,252 BİNALAR,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2012,257 BİRİKMİŞ,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2012,268 BİRİKMİŞ,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2012,294 ELDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2012,472 KIDEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,102 BANKA,2
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,104 PROJE,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,109 BANKA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,122 GELİRLERDEN,3
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,161 PERSONEL,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,162 BÜTÇE,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,190 DEVREDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,217 MENKUL,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,220 GELİRLERDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,222 GELİRLERDEN,4
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,240 MALİ,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,241 MAL,2
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,250 ARAZİ,5
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,251 YERALTI,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,252 BİNALAR,6
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,258 YAPILMAKTA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,260 HAKLAR,2
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,264 ÖZEL,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,294 ELDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,303 KAMU,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,320 BÜTÇE,4
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,330 ALINAN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,333 EMANETLER,5
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,360 ÖDENECEK,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,361 ÖDENECEK,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,362 FONLAR,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,400 BANKA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,500 NET,6
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,590 DÖNEM,2
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2013,591 DÖNEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2014,104 PROJE,3
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2014,127 DİĞER,3
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2014,132 KURUMCA,4
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2014,137 TAKİPTEKİ,6
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2014,227 DİĞER,3
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2014,232 KURUMCA,2
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2014,252 BİNALAR,4
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2014,363 KAMU,4
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2014,600 GELİRLER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2014,800 BÜTÇE,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,102 BANKA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,103 VERİLEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,109 BANKA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,121 GELİRLERDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,126 VERİLEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,127 DİĞER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,132 KURUMCA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,161 PERSONEL,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,162 BÜTÇE,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,190 DEVREDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,232 KURUMCA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,240 MALİ,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,241 MAL,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,251 YERALTI,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,252 BİNALAR,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,"253 TESİS,",1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,258 YAPILMAKTA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,260 HAKLAR,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,264 ÖZEL,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,294 ELDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,300 BANKA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,303 KAMU,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,320 BÜTÇE,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,330 ALINAN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,333 EMANETLER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,360 ÖDENECEK,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,361 ÖDENECEK,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,362 FONLAR,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,372 KIDEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,381 GİDER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,400 BANKA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,472 KIDEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,481 GİDER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,500 NET,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,590 DÖNEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,591 DÖNEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,600 GELİRLER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,920 GİDER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2015,921 GİDER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,102 BANKA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,104 PROJE,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,121 GELİRLERDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,126 VERİLEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,127 DİĞER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,140 KİŞİLERDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,150 İLK,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,160 İŞ,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,162 BÜTÇE,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,190 DEVREDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,191 İNDİRİLECEK,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,241 MAL,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,250 ARAZİ,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,251 YERALTI,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,252 BİNALAR,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,"253 TESİS,",1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,254 TAŞITLAR,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,255 DEMİRBAŞLAR,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,257 BİRİKMİŞ,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,260 HAKLAR,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,264 ÖZEL,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,268 BİRİKMİŞ,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,294 ELDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,299 BİRİKMİŞ,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,300 BANKA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,320 BÜTÇE,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,330 ALINAN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,333 EMANETLER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,360 ÖDENECEK,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,361 ÖDENECEK,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,362 FONLAR,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,372 KIDEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,381 GİDER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,400 BANKA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,472 KIDEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,481 GİDER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,500 NET,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,570 GEÇMİŞ,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,590 DÖNEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,591 DÖNEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,910 ALINAN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2016,920 GİDER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2017,241 MAL,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,102 BANKA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,103 VERİLEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,109 BANKA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,121 GELİRLERDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,122 GELİRLERDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,126 VERİLEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,132 KURUMCA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,140 KİŞİLERDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,150 İLK,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,162 BÜTÇE,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,190 DEVREDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,232 KURUMCA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,240 MALİ,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,241 MAL,7
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,250 ARAZİ,4
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,251 YERALTI,6
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,252 BİNALAR,5
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,"253 TESİS,",1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,254 TAŞITLAR,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,255 DEMİRBAŞLAR,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,257 BİRİKMİŞ,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,258 YAPILMAKTA,4
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,260 HAKLAR,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,264 ÖZEL,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,268 BİRİKMİŞ,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,294 ELDEN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,299 BİRİKMİŞ,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,300 BANKA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,320 BÜTÇE,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,330 ALINAN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,333 EMANETLER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,360 ÖDENECEK,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,361 ÖDENECEK,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,362 FONLAR,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,372 KIDEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,381 GİDER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,400 BANKA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,472 KIDEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,481 GİDER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,500 NET,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,570 GEÇMİŞ,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,580 GEÇMİŞ,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,591 DÖNEM,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,630 GİDERLER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,910 ALINAN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,911 ALINAN,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,920 GİDER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2018,921 GİDER,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2019,241 MAL,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2019,251 YERALTI,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2019,258 YAPILMAKTA,1
ERZURUM BÜYÜKŞEHİR BELEDİYESİ_2019,630 GİDERLER,1
ERZURUM PALANDÖKEN BELEDİYESİ_2015,391 HESAPLANAN,1
ERZURUM PALANDÖKEN BELEDİYESİ_2019,481 GİDER,2
ERZURUM YAKUTİYE BELEDİYESİ_2014,102 BANKA,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,103 VERİLEN,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,109 BANKA,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,120 GELİRLERDEN,7
ERZURUM YAKUTİYE BELEDİYESİ_2014,121 GELİRLERDEN,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,122 GELİRLERDEN,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,126 VERİLEN,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,127 DİĞER,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,161 PERSONEL,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,190 DEVREDEN,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,220 GELİRLERDEN,3
ERZURUM YAKUTİYE BELEDİYESİ_2014,240 MALİ,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,241 MAL,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,250 ARAZİ,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,252 BİNALAR,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,"253 TESİS,",1
ERZURUM YAKUTİYE BELEDİYESİ_2014,254 TAŞITLAR,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,255 DEMİRBAŞLAR,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,260 HAKLAR,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,294 ELDEN,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,300 BANKA,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,333 EMANETLER,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,362 FONLAR,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,363 KAMU,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,368 VADESİ,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,381 GİDER,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,391 HESAPLANAN,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,400 BANKA,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,409 UZUN,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,481 GİDER,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,500 NET,1
ERZURUM YAKUTİYE BELEDİYESİ_2014,600 GELİRLER,1
ERZURUM YAKUTİYE BELEDİYESİ_2015,100 KASA,1
ERZURUM YAKUTİYE BELEDİYESİ_2015,102 BANKA,1
ERZURUM YAKUTİYE BELEDİYESİ_2015,103 VERİLEN,1
ERZURUM YAKUTİYE BELEDİYESİ_2015,108 DİĞER,1
ERZURUM YAKUTİYE BELEDİYESİ_2015,109 BANKA,1
ERZURUM YAKUTİYE BELEDİYESİ_2015,120 GELİRLERDEN,1
ERZURUM YAKUTİYE BELEDİYESİ_2015,121 GELİRLERDEN,1
ERZURUM YAKUTİYE BELEDİYESİ_2015,122 GELİRLERDEN,1
ERZURUM YAKUTİYE BELEDİYESİ_2015,126 VERİLEN,1
ERZURUM YAKUTİYE BELEDİYESİ_2015,127 DİĞER,1
ERZURUM YAKUTİYE BELEDİYESİ_2015,161 PERSONEL,1
ERZURUM YAKUTİYE BELEDİYESİ_2015,162 BÜTÇE,1
ERZURUM YAKUTİYE BELEDİYESİ_2015,190 DEVREDEN,1
ERZURUM YAKUTİYE BELEDİYESİ_2015,220 GELİRLERDEN,1
