KURUM,HESAP,FREKANS
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,100 KASA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,102 BANKA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,109 BANKA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,120 GELİRLERDEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,121 GELİRLERDEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,126 VERİLEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,140 KİŞİLERDEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,150 İLK,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,162 BÜTÇE,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,167 DOĞRUDAN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,190 DEVREDEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,220 GELİRLERDEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,222 GELİRLERDEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,240 MALİ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,241 MAL,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,250 ARAZİ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,251 YERALTI,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,252 BİNALAR,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,"253 TESİS,",1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,254 TAŞITLAR,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,255 DEMİRBAŞLAR,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,257 BİRİKMİŞ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,258 YAPILMAKTA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,260 HAKLAR,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,268 BİRİKMİŞ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,294 ELDEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,299 BİRİKMİŞ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,300 BANKA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,303 KAMU,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,309 KISA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,320 BÜTÇE,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,330 ALINAN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,333 EMANETLER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,360 ÖDENECEK,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,361 ÖDENECEK,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,362 FONLAR,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,363 KAMU,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,368 VADESİ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,372 KIDEM,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,400 BANKA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,403 KAMU,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,409 UZUN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,410 DIŞ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,438 KAMUYA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,472 KIDEM,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,500 NET,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,570 GEÇMİŞ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,580 GEÇMİŞ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,591 DÖNEM,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,920 GİDER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2013,921 GİDER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,100 KASA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,102 BANKA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,104 PROJE,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,109 BANKA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,162 BÜTÇE,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,167 DOĞRUDAN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,190 DEVREDEN,2
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,241 MAL,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,251 YERALTI,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,258 YAPILMAKTA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,260 HAKLAR,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,294 ELDEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,300 BANKA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,303 KAMU,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,320 BÜTÇE,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,330 ALINAN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,333 EMANETLER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,360 ÖDENECEK,2
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,361 ÖDENECEK,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,362 FONLAR,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,363 KAMU,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,372 KIDEM,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,380 GELECEK,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,391 HESAPLANAN,2
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,400 BANKA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,403 KAMU,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,438 KAMUYA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,472 KIDEM,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,480 GELECEK,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,500 NET,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,591 DÖNEM,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,800 BÜTÇE,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,830 BÜTÇE,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,920 GİDER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2015,921 GİDER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2016,120 GELİRLERDEN,5
ADANA BÜYÜKŞEHİR BELEDİYESİ_2016,121 GELİRLERDEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2016,180 GELECEK,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2016,250 ARAZİ,9
ADANA BÜYÜKŞEHİR BELEDİYESİ_2016,251 YERALTI,10
ADANA BÜYÜKŞEHİR BELEDİYESİ_2016,252 BİNALAR,12
ADANA BÜYÜKŞEHİR BELEDİYESİ_2016,255 DEMİRBAŞLAR,6
ADANA BÜYÜKŞEHİR BELEDİYESİ_2016,333 EMANETLER,3
ADANA BÜYÜKŞEHİR BELEDİYESİ_2016,600 GELİRLER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2016,914 VERİLEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2016,915 VERİLEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2016,920 GİDER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2016,921 GİDER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2016,990 KİRAYA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2016,999 DİĞER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,100 KASA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,102 BANKA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,104 PROJE,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,105 DÖVİZ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,108 DİĞER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,109 BANKA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,111 ÖZEL,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,112 KAMU,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,120 GELİRLERDEN,4
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,121 GELİRLERDEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,122 GELİRLERDEN,2
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,126 VERİLEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,140 KİŞİLERDEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,150 İLK,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,160 İŞ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,162 BÜTÇE,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,167 DOĞRUDAN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,180 GELECEK,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,190 DEVREDEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,220 GELİRLERDEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,222 GELİRLERDEN,4
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,226 VERİLEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,240 MALİ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,241 MAL,3
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,250 ARAZİ,3
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,251 YERALTI,3
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,252 BİNALAR,7
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,"253 TESİS,",1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,254 TAŞITLAR,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,255 DEMİRBAŞLAR,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,256 HİZMET,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,257 BİRİKMİŞ,2
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,258 YAPILMAKTA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,260 HAKLAR,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,268 BİRİKMİŞ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,294 ELDEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,299 BİRİKMİŞ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,300 BANKA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,303 KAMU,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,320 BÜTÇE,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,330 ALINAN,2
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,333 EMANETLER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,360 ÖDENECEK,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,361 ÖDENECEK,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,362 FONLAR,3
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,363 KAMU,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,372 KIDEM,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,380 GELECEK,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,381 GİDER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,400 BANKA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,403 KAMU,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,410 DIŞ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,430 ALINAN,2
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,438 KAMUYA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,472 KIDEM,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,480 GELECEK,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,481 GİDER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,500 NET,2
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,570 GEÇMİŞ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,580 GEÇMİŞ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,591 DÖNEM,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,600 GELİRLER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,914 VERİLEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,915 VERİLEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,920 GİDER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,921 GİDER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,990 KİRAYA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2017,999 DİĞER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,190 DEVREDEN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,191 İNDİRİLECEK,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,250 ARAZİ,2
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,251 YERALTI,2
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,252 BİNALAR,2
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,257 BİRİKMİŞ,3
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,300 BANKA,3
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,303 KAMU,3
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,304 CARİ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,310 CARİ,2
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,320 BÜTÇE,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,330 ALINAN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,333 EMANETLER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,360 ÖDENECEK,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,361 ÖDENECEK,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,368 VADESİ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,381 GİDER,2
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,400 BANKA,3
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,403 KAMU,3
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,404 TAHVİLLER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,409 UZUN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,410 DIŞ,3
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,430 ALINAN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,438 KAMUYA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,481 GİDER,2
ADANA BÜYÜKŞEHİR BELEDİYESİ_2018,630 GİDERLER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,190 DEVREDEN,2
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,191 İNDİRİLECEK,6
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,250 ARAZİ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,251 YERALTI,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,252 BİNALAR,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,"253 TESİS,",1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,257 BİRİKMİŞ,2
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,300 BANKA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,303 KAMU,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,320 BÜTÇE,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,330 ALINAN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,333 EMANETLER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,360 ÖDENECEK,2
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,361 ÖDENECEK,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,368 VADESİ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,381 GİDER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,391 HESAPLANAN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,400 BANKA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,403 KAMU,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,410 DIŞ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,430 ALINAN,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,438 KAMUYA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,481 GİDER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,500 NET,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2019,630 GİDERLER,3
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,250 ARAZİ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,251 YERALTI,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,252 BİNALAR,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,254 TAŞITLAR,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,255 DEMİRBAŞLAR,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,257 BİRİKMİŞ,5
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,294 ELDEN,2
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,299 BİRİKMİŞ,4
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,300 BANKA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,303 KAMU,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,320 BÜTÇE,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,360 ÖDENECEK,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,361 ÖDENECEK,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,368 VADESİ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,381 GİDER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,400 BANKA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,403 KAMU,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,410 DIŞ,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,438 KAMUYA,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,481 GİDER,1
ADANA BÜYÜKŞEHİR BELEDİYESİ_2020,500 NET,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2014,268 BİRİKMİŞ,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2015,100 KASA,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2015,102 BANKA,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2015,105 DÖVİZ,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2015,109 BANKA,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2015,121 GELİRLERDEN,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2015,122 GELİRLERDEN,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2015,126 VERİLEN,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2015,132 KURUMCA,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2015,190 DEVREDEN,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2015,241 MAL,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2015,252 BİNALAR,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2015,258 YAPILMAKTA,2
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2015,260 HAKLAR,2
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2015,320 BÜTÇE,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2015,481 GİDER,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2015,630 GİDERLER,3
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2015,800 BÜTÇE,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2015,810 BÜTÇE,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2015,830 BÜTÇE,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2017,260 HAKLAR,4
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2017,320 BÜTÇE,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2017,600 GELİRLER,1
ADANA BÜYÜKŞEHİR SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ_2017,630 GİDERLER,1
ADANA CEYHAN BELEDİYESİ_2015,101 ALINAN,1
ADANA CEYHAN BELEDİYESİ_2015,102 BANKA,1
ADANA CEYHAN BELEDİYESİ_2015,109 BANKA,1
ADANA CEYHAN BELEDİYESİ_2015,121 GELİRLERDEN,1
ADANA CEYHAN BELEDİYESİ_2015,162 BÜTÇE,1
ADANA CEYHAN BELEDİYESİ_2015,190 DEVREDEN,1
ADANA CEYHAN BELEDİYESİ_2015,240 MALİ,1
ADANA CEYHAN BELEDİYESİ_2015,251 YERALTI,1
ADANA CEYHAN BELEDİYESİ_2015,258 YAPILMAKTA,5
ADANA CEYHAN BELEDİYESİ_2015,260 HAKLAR,4
ADANA CEYHAN BELEDİYESİ_2015,294 ELDEN,3
ADANA CEYHAN BELEDİYESİ_2015,300 BANKA,1
ADANA CEYHAN BELEDİYESİ_2015,320 BÜTÇE,1
ADANA CEYHAN BELEDİYESİ_2015,330 ALINAN,1
ADANA CEYHAN BELEDİYESİ_2015,333 EMANETLER,1
ADANA CEYHAN BELEDİYESİ_2015,360 ÖDENECEK,1
ADANA CEYHAN BELEDİYESİ_2015,362 FONLAR,1
ADANA CEYHAN BELEDİYESİ_2015,363 KAMU,1
ADANA CEYHAN BELEDİYESİ_2015,368 VADESİ,1
ADANA CEYHAN BELEDİYESİ_2015,372 KIDEM,1
ADANA CEYHAN BELEDİYESİ_2015,400 BANKA,4
ADANA CEYHAN BELEDİYESİ_2015,472 KIDEM,2
ADANA CEYHAN BELEDİYESİ_2015,481 GİDER,6
ADANA CEYHAN BELEDİYESİ_2015,500 NET,2
ADANA CEYHAN BELEDİYESİ_2015,590 DÖNEM,1
ADANA CEYHAN BELEDİYESİ_2015,591 DÖNEM,1
ADANA CEYHAN BELEDİYESİ_2015,630 GİDERLER,3
ADANA CEYHAN BELEDİYESİ_2015,800 BÜTÇE,1
ADANA CEYHAN BELEDİYESİ_2015,830 BÜTÇE,1
ADANA CEYHAN BELEDİYESİ_2015,920 GİDER,5
ADANA CEYHAN BELEDİYESİ_2015,921 GİDER,5
ADANA CEYHAN BELEDİYESİ_2017,101 ALINAN,1
ADANA CEYHAN BELEDİYESİ_2017,102 BANKA,1
ADANA CEYHAN BELEDİYESİ_2017,121 GELİRLERDEN,1
ADANA CEYHAN BELEDİYESİ_2017,122 GELİRLERDEN,1
ADANA CEYHAN BELEDİYESİ_2017,126 VERİLEN,1
ADANA CEYHAN BELEDİYESİ_2017,140 KİŞİLERDEN,1
ADANA CEYHAN BELEDİYESİ_2017,160 İŞ,1
ADANA CEYHAN BELEDİYESİ_2017,162 BÜTÇE,1
ADANA CEYHAN BELEDİYESİ_2017,190 DEVREDEN,1
ADANA CEYHAN BELEDİYESİ_2017,191 İNDİRİLECEK,1
ADANA CEYHAN BELEDİYESİ_2017,220 GELİRLERDEN,1
ADANA CEYHAN BELEDİYESİ_2017,222 GELİRLERDEN,1
ADANA CEYHAN BELEDİYESİ_2017,240 MALİ,1
ADANA CEYHAN BELEDİYESİ_2017,241 MAL,3
ADANA CEYHAN BELEDİYESİ_2017,250 ARAZİ,6
ADANA CEYHAN BELEDİYESİ_2017,251 YERALTI,5
ADANA CEYHAN BELEDİYESİ_2017,252 BİNALAR,5
ADANA CEYHAN BELEDİYESİ_2017,"253 TESİS,",1
ADANA CEYHAN BELEDİYESİ_2017,254 TAŞITLAR,1
ADANA CEYHAN BELEDİYESİ_2017,255 DEMİRBAŞLAR,1
ADANA CEYHAN BELEDİYESİ_2017,257 BİRİKMİŞ,1
ADANA CEYHAN BELEDİYESİ_2017,258 YAPILMAKTA,7
ADANA CEYHAN BELEDİYESİ_2017,260 HAKLAR,1
ADANA CEYHAN BELEDİYESİ_2017,268 BİRİKMİŞ,1
ADANA CEYHAN BELEDİYESİ_2017,294 ELDEN,1
ADANA CEYHAN BELEDİYESİ_2017,300 BANKA,4
ADANA CEYHAN BELEDİYESİ_2017,320 BÜTÇE,1
ADANA CEYHAN BELEDİYESİ_2017,330 ALINAN,1
ADANA CEYHAN BELEDİYESİ_2017,333 EMANETLER,1
ADANA CEYHAN BELEDİYESİ_2017,360 ÖDENECEK,1
ADANA CEYHAN BELEDİYESİ_2017,362 FONLAR,3
ADANA CEYHAN BELEDİYESİ_2017,363 KAMU,1
ADANA CEYHAN BELEDİYESİ_2017,368 VADESİ,1
ADANA CEYHAN BELEDİYESİ_2017,381 GİDER,6
ADANA CEYHAN BELEDİYESİ_2017,400 BANKA,4
ADANA CEYHAN BELEDİYESİ_2017,438 KAMUYA,1
ADANA CEYHAN BELEDİYESİ_2017,472 KIDEM,1
ADANA CEYHAN BELEDİYESİ_2017,481 GİDER,8
ADANA CEYHAN BELEDİYESİ_2017,500 NET,1
ADANA CEYHAN BELEDİYESİ_2017,570 GEÇMİŞ,1
ADANA CEYHAN BELEDİYESİ_2017,580 GEÇMİŞ,1
